S No.,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4383,2,FALSE,"03 9, 2001",A22S4LGNMXG0XJ,B00004TYCB,{'Platform:': ' PC'},Amazon Customer,"I don't have any idea why soooo many people like this game, it did not keep me cntent for more then a little while, I expected way more. You don't acually have to ""nurture"" the pet back to health....................... And there is only about 7 missions tha you do over and over and over. Younger kids probably ,like this much more then older kids though......... oh well",No Way,984096000,2,
4384,4,FALSE,"01 26, 2001",A3LC2I812OWCKB,B00004TYCB,{'Platform:': ' PC'},Amazon Customer,"My 6 year old daughter received this CD-ROM for Christmas, and, ignoring all her other multitudes of gifts, proceeded to play it for the entire day! The graphics on this program are just so life-like AND the faces on these little critters are just so ADORABLE you can't help but fall in love with them!  This program is wonderful for encouraging empathy and caring, and for encouraging problem solving skills!  There are MANY different missions that require your child's ""help"" in rescuing various animals (including a monkey and a cockatoo!) from all sorts of sneaky and precarious spots!  There's also a vet center (but no bills to pay!) and fun games in the playroom that include a turtle race and a hamster maze.  In addition, your child is encouraged to pet and groom the critters.  All in all, a wonderful product - my only complaint is that you couldn't CLICK on more things to make them ""do stuff""!  But that's just me!  A SUPER PROGRAM, nonetheless; ESPECIALLY for young girls who love animals!",THE MOST ADORABLE (maintence free) PETS EVER!,980467200,11,
4385,5,FALSE,"12 4, 2000",A3DYLRJTDWOCSP,B00004TYCB,{'Platform:': ' PC'},Lucy,"I was prepared to be unimpressed with this product, thinking it would be just another Barbie game--heavy on the Barbie license, light on the creativity and development. I couldn't have been more wrong: The graphics are incredible, making this fun for adults and kids alike. I played this for a few hours at a time, on several occasions, and I never got tired of petting the animals or playing with them in the various ""trick"" scenarios. This is truly an exceptional game.",Awesome graphics,975888000,,
4386,5,FALSE,"12 2, 2000",A2U4JDRXI9RI9N,B00004TYCB,{'Platform:': ' PC'},Amazon Customer,"This is the perfect way for children to help other things like abanded pets,and to adopt pets.  It is a very cute game.  I really love it.  I think it is a great game for girls or some boys that are pretty young.  It's great for kid's who love animals or have pet birds, cats, dogs, turtles, and bunnies.  It encourages them to start to help out more with their pet (if they have one) I'm not making the choice, you are, I can only recommend you to get it, anyways all I'm saying is it's a wonderful game!  To wrap it up(my opinion): my advice is: JUST GET IT ALREADY!",ATTENTION ALL KIDS 3-9 YEARS OLD,975715200,12,
4387,5,FALSE,"11 28, 2000",AZU54GWVVEBUS,B00004TYCB,{'Platform:': ' PC'},kim michalak,"This game seems to capture the most adorable qualities of each and every pet. I've worked with our local Humane Society for several years, so I am a little critical when I see games with animals.  The stunning realism and character of these animals is astounding.  Their expressions and actions convey a sense of genuine personality. As for the games, I think each one of my daughters friends has a different favorite. The puppy treat toss game seems to be their overall fave. As for the Amazon.com review, it said their were only 8 missions; we have found 15 different rescue scenerios so far, with even more rescue variations. I don't think the tester used the e-mail for new rescues. In summation, if you have a young girl on your Christmas list, this game is a must.",The animals are so life-like...,975369600,47,
4388,5,FALSE,"02 11, 2007",A13D2PLNS5OTBX,B00004TYCB,{'Platform:': ' PC'},Ryan,"When i was younger, 9 or so, i loved this game! I played it endlessly! It had A++ pictures! The pets looked so real! The games and rescu mission where fun! But it bothered me that we had to rescue bunnys. I mean really, you see them in the wild and then you get a call from someone saying ""I saw a bunny! Oh no! Go rescue him!"" Then barbie would drive off. I wish we ourselfs could drive, it would be much more fun that way! And then I remember when i rescued all the animals, then I had to rescue the monkey. (he comes last to rescue) And I couldent get it!

So here is how ro rescue the monkey...

Sage the golden wonder will be with you, she is the key.

1. Tell sage to 'sit' when you are closer to the pond, but can still see the jungle gym.

2. Have the blond princess walk back to the other side and go up the stainrs. The monkey will run if he hasent already.

3. Go as clost to the money as you can, then click on sage to 'come'.

4. She will climb the jungle bars, and come over to you.

5. The monkey will hug sage and *boom!* You have yourself a monkey!

But I would make sure this game fits your computer, I have an XP and can no longer play this game, it makes me sad. *weep*

GET THIS GAME!","Best game, i miss is!",1171152000,5,
4389,3,FALSE,"11 29, 2006",A2KQ4HJNFGFUYY,B00004TYCB,{'Platform:': ' PC'},Lynne Knapp,when i first got this game i loved it! but after a couple of days it got kinda boring. im not saying its bad but i nots great. ill play it once in a while but il rather play another game. i really wish u could ride her moder bike. also barbie is weird. theyll tell u were to go! its an ok game. i request if u r older than seven do not buy this game. its no a bad game. well thats all i have to say about this game.,good but not great,1164758400,,
4390,1,FALSE,"12 29, 2005",AGGA49MF710EB,B00004TYCB,{'Platform:': ' PC'},Scott Parr,"I tried to install this game on both a Windows XP and Windows 2000 machine and it wouldn't install.  I got the same error messages on both.  Vivendi Universal answered my e-mail with a ""we no longer support that old game"" response.

My daughter got it for Christmas - she was very excited and now she's depressed.  I hope I can get her something else.",Game No Longer Supported,1135814400,5,
4391,5,FALSE,"03 7, 2003",AVZ1L3IQF0G9M,B00004TYCB,{'Platform:': ' PC'},T. Ritchie,"This is fun game and easy to use. Any child who likes animals will ove it. You not only get to rescue the animals on a little search and find but you bring them back to the center and name them, grrom them , play games with them. If you do well at the games, the animal often performs a little trick. It includes a nice variety of pets, kittens, puppies, rabbits, turtles, hamsters, birds.",fun and easy for young kids,1046995200,4,
4392,3,FALSE,"01 2, 2003",A36JX11KZNPOE9,B00004TYCB,{'Platform:': ' PC'},A. Booth,"I was surprised by the great reviews on this game, so it must just be me and the five year old I bought it for. I was so excited to buy this game for her. She LOVES animals, especially dogs, and I thought this would be great for her. Unfortunatly she hasn't played it for more than an hour. She finds the hamster maze extremely frustrating, as do I. She wanted to give the golden retriever a bath when she first started but was unable to. She could only bathe the pets she rescued, or so I am told. She was also annoyed that only Stacey could answer the phone for the rescue. She asked how come Barbie couldn't answer it. I give it a three star, because the graphics are really nice and it seemed to have a good story line. It just didn't impress the five year old much. Guess she'll stick to the Putt-Putt games.","Great for most, but not the one I care for",1041465600,9,
4393,4,FALSE,"11 17, 2002",AP12T7JINV9TR,B00004TYCB,{'Platform:': ' PC'},M. Bassett,"I have a 4 year old and a 7 year old who both love this game. The 7 year old mastered it in a day, however. She still plays it sometimes, it's fun, but not challenging. The 4 year old, however adores it! She loves washing the animals and playing games with the puppies. She also has mastered it, but it took her longer. If you have a 4-6 year old, I think this game is perfect, any older, though, and you'll have yawns within a couple of days.",Fun for little girls,1037491200,6,
4394,5,FALSE,"03 19, 2002",A24GS9NZ6XUL0X,B00004TYCB,{'Platform:': ' PC'},Darlene,"I never write reviews, but I had to on this one, my 7 yr. old daughter loooves it, it really is adorable, my daughter loves animals, so this is perfect, I even like to play it with her and even though my 5 yr. old son does not like barbie, he just loves playing this game, the animals are too cute and the sounds and graphics are great, it keeps them busy for hours!!! i totally recommend this game!!!!!!",the cutest !!!!!!!!!,1016496000,2,
4395,2,FALSE,"02 24, 2002",AJNPYL7PKMHCU,B00004TYCB,{'Platform:': ' PC'},V in AZ,"This was a Christmas present for my 5 yo Barbie/Pet loving daughter. She adored it. Then she completely solved all the Rescues...the same day! That was it. She played all the little Barbie games in the rescue center, she rescued all the animals, and cleaned them (or whatever it the pet required) and she completely finished in less than 6 hours. Now, she's a bright little girl, but come on, for the money I spent, I'd have sure liked it more if she (A 5 year old!) had gotten more play time out of it. Cute...",Not worth the money!,1014508800,7,
4396,2,FALSE,"01 27, 2002",A1KUIKYKFDZBCM,B00004TYCB,{'Platform:': ' PC'},An 8-year old software user,When I bought barbie pet rescue with my money I thought that it would be realy fun. But I turned out to be wrong. The second day I owend it I realized I had wasted my money. Once you catch All the animals you just catch them All over agian. Another thing is you cant make up your owen name you can onley pick one from the computer. I would onley recomend this game for people whoe are in desprate need of animals. Other whise DONT WASTE YOUR MONEY!!!,Fun at first.,1012089600,,
4397,5,FALSE,"01 6, 2002",AO0SQUL6GVXZ6,B00004TYCB,{'Platform:': ' PC'},Jeaneth,"Many, many hours of peace and quiet around the house when my 5 year old daughter is playing this game. She loves animals and this seems to be a better alternative to rescueing birds and turtles from the street in real life (yes, that happens in our household). She absolutely shines when she gets a new award, and can play this game for 3 hours without stopping. I would recommend it to anybody!",Great!,1010275200,2,
4398,5,FALSE,"01 1, 2002",A3NDGGWEF05A4G,B00004TYCB,{'Platform:': ' PC'},Gina P. Applegate,"My eight year old daughter has pets, but wants many more. I thought this program would be fun and interesting for her. I was right!  She thinks the animals are adorable and enjoys going from scene to scene to do activities.  It is simple and fun! The graphics are great!  When she has a friend over, it gives them something different to do that is not too difficult either.  I didn't have to help her too much to get to know how it operates-which is a plus for parents. Once she became familiar with it, she could operate it independently.  It is also educational because it teaches concepts like responsibility and empathy for animals.  Children have to be observant and think about the characteristics of animals in order to find them! Simple, lighthearted fun!",For animal lovers-who can't have them all! Barbie Pet Rescue,1009843200,4,
4399,5,FALSE,"08 31, 2001",AG7H1051ME55H,B00004TYCB,{'Platform:': ' PC'},A 12-year old reader,"This game is wonderful! I played it for hours. After you rescued an animal there would be a ""mini movie"" for about 10 seconds, and the graphics looked almost real! While playing the Bunny game I almost thought that they were real rabbits! The only complaint is that there's no escape when there's a ""mini movie"" or someone is talking. You have to listen or watch the whole thing. I am definently getting the gameboy color one, which looks just as awesome!",Barbie Pet Rescue Software,999216000,6,
4400,4,FALSE,"08 17, 2001",A2FX7L2P6CCF9P,B00004TYCB,{'Platform:': ' PC'},Loretta,"We bought this for our daughter's 6th birthday.  Five months later she still loves it.  She brings the animals into the doctor's office and cleans them and bandages them and feeds them. If your young child loves animals and is a nurturer, this is a good fit.",Pet Rescue Success,998006400,,
4401,2,FALSE,"01 30, 2001",A1IOPP10DO1QIK,B00004U2IF,,Jason Taylor,"I bought this because the ShadowRealm character assembler costs $45 online by itself, so I figured I was getting a good deal - basically a ""free"" book and other software along with a ShadowRealm license. I was wrong!!
The publishers fail to mention that they've included the shareware version of the product, which doesn't even export files in a format usable by the Genesis SDK!
Further, the Genesis SDK is available online for free, and also comes with a character assembly tool, so the ShadowRealm tool isn't helpful at all.
However, that said, the ""kit"" does include Visual C++ -- a full version that just doesn't let you redistribute your applications but lets you build them -- and a couple of books in PDF format for learning C++ and DirectX programming.  These are great starters, and I've been learning them on my notebook computer in my spare time.
And the book, ""Game Design Secrets of the Sages"" gives some interesting food for thought on game design approaches, though it gives no programming advice.
Short answer: if you have designed games using Basic or another high level language, and want to move towards more complex game programming, this might be an OK collection.  However, if you are buying it just to learn C++, or to learn game programming from scratch, there are much more straightforward books on the subject.","Some usable material, but box doesn't give full info.",980812800,12,
4402,4,FALSE,"01 29, 2001",A5L5MIZBDD3HG,B00004U2IF,,Viperrious,"Why did I give it 4 stars you ask? Because after much research I have yet to find anyting that comes in a nice neat little package such as this. The discription states that you need a basic background in programming to use it to its fullest..well what programmer wouldnt already have the full version of C++? As far as instructions go it does leave alot to be desired but this can be forgiven considering the content. No where else will you find a game engine ""with"" libraries, basic compiler, and editor all together ready to go. This is a good start for the money though it will be a long time before you might be able to use its full potential.",A Nice Start..,980726400,2,
4403,1,FALSE,"10 6, 2000",ADNPNO44H8BOG,B00004U2IF,,nelix,"Haven't used this version, however, 2.0 is excellent because it includes standard VC++ 4.2. I use VC++ 4 now for DirectX games -- though the documentation is complicated for even advanced programmers, and didn't help any. To beginners reading this, learn programming first (takes about 1 year), then get Andre Lamonthe's DirectX books. It may take 2 years before you create the simplest Atari-like game, there's so much involved. The very minimal DX game is 3,000+ lines of complex code. According to the other readers, this version doesn't include a distributable VC++ -- DON'T BUY THIS.",LEARN PROGRAMMING FIRST,970790400,11,
4404,2,FALSE,"07 11, 2000",A1JFI60JE1QMQ7,B00004U2IF,,Amazon Customer,"This kit does give you many neat tools for making video games, but it's missing one important thing: a book that tells you how to use it. The only ""instructions"" it includes are the two electronic books, one  about Visual C++ and one about DirectX. I personally find it hard to learn  from reading a computer monitor, but maybe that's just me (and it doesn't  help that they're in Adobe Acrobat format... yuck). There is a physical  book included, but it has nothing to do with programming. Instead, it deals  with game design and the development process. It's interesting, but it's  not going to help you if you're trying to make your first game. I was under  the impression that there would be some tutorials available and maybe a few  example programs to study. Nope.
This may be good for people with a  background in the featured programs (Visual C++, DirectX, Genesis3D, and  Shadow Realm Model Animator). But if you're a semi-novice C++ programmer  trying to make your first game (like me, I've only been programming for a  year), find a good Windows game programming book first. Without it, this  stuff is pretty useless. If you have the knowledge, though, it may be a  very powerful tool.
I should also mention that the Visual C++ compiler is  an Introductory Edition, so you can't distribute any programs without  upgrading to the [expensive] professional edition.",Not what I expected...,963273600,82,
4405,1,FALSE,"07 7, 2000",AJ05DJJ01TC2P,B00004U2IF,,Rick,"This product is not what the illustration and labeling on the box suggests. Game programming is a difficult multidisciplinary expertise that  integrates storytelling, artwork, modeling, programming and strategy. Each  skill must be explained separately and in detail. Then these skills must be  learned and integrated to give you your expertise.
This product does not  do this. It is little more than a crippled Visual C++ 6.0 compiler, a  couple of third party game development tools and a book full of game  developers' anecdotes. It's a joke.
Worse, the C++ documentation is in  PDF(hard on the eyes) and VC++ is already difficult for a newbie. The two  third party tools are poorly documented, at best.
Wanna learn the basics  of game programming? I suggest Java Game Programming for Dummies. Ready to  learn Windows game progamming technology? Consider *Windows Game  Programming for Dummies*.  But don't throw your hard earned dineros in this  landfill.",DON'T WASTE YOUR MONEY!,962928000,43,
4406,4,FALSE,"06 13, 2000",A3N7FYTYGML1W4,B00004U2IF,,John Robertson,This starter kit got me started with programming. I reccomend it to anyone who ever wished they could make their own game.,Gr8,960854400,14,
4407,2,FALSE,"06 12, 2000",A2ZYMV8OSV8ZET,B00004U2IF,,Amazon Customer,"At first glance, a thought comes to your head - ""Wouldn't it be cool  to create your very own video game!"" I work for the Video Game  publisher Vatical Entertainment and believe me, this is anything but easy.  The one program, Genesis 3D, can be downloaded for free at genesis3d.com,  and the book tells you nothing accept a few interviews with publishers. The  documentation is just short c++ references to the source code in the engine  which you wouldn't be able to understand without an extensive knowledge of  c++ much less know how to use it to make a game. It doesn't come with a 3-d  modeler, which you need, just an animator which I believe you can also get  for free. So in short, even though it looks and sounds great, you would  never be able to create a game using it.",Not for the average anybody.,960768000,19,
4408,3,FALSE,"05 7, 2003",AJW7MP2U2W5Q5,B00004U0YT,,Rodbw,"this is the stupidest web site I have ever used, I don't care about wish list I just want to buy an item. I would like to rate your products, but I doubt I will have the patiences to go through all steps just to purchase it.",your web site,1052265600,,
4409,3,FALSE,"12 26, 2001",AUICKPUGIW3TE,B00004U0YT,,S. BERESFORD,"This is a bloated program that contains hundreds of features that most people will not use.  Nevertheless, after spending several hours trying to figure it out, I am generally pleased with it.  I previously used Works 4.0 (a truly great program, fast, simple, easy) but was forced to upgrade to Works 6.0 due to my new operating system (Windows 2000).  The word processor (Word 2000) has a nice look and contains lots of good features when you finally figure it out.  My initial impression of this product was unfavorable -- too many features, too complicated -- but I have warmed up to it and feel that our good buddies at Microsoft have done their best to provide a versatile product.  It's not an easy program to learn, but if you have the patience to work your way through it, you will probably like it.  Bloated but OKAY.",Bloated but OKAY,1009324800,14,
4410,5,FALSE,"08 23, 2001",A1HORMZKSHK5XW,B00004U0YT,,R. Cleaveland,"Unlike others, Microsoft Works is the software for me.  I use it for everything.  Nothing offered by the more capable software has any value for the work that I do.  In fact, I find WORD to be so complicated at times that it is just not useful.  Every time I think I'll step up I always come back to Works.  It is the best software for those who need software that is easy to use, easy to load, and provides for uncomplicated success.",My Default Software,998524800,19,
4411,1,FALSE,"02 3, 2001",A391HUW2AJ1996,B00004U0YT,,jali0004,"I bought Works, because I was a freshman in college, and needed a wordprocessing program for papers, etc. It is good for people who will not share folders, and have their own printer. It's a hassel trying to save the Works document in WP or something else to print out on another printer, or even view it on another computer. It may seem like such a great deal for $44, but save up!! Honest! The Office Suite, Word, or Excel separate are better deals...",Save your money for Microsoft Office,981158400,24,
4412,5,FALSE,"06 1, 2004",A3B20R4ZAH0Y2Y,B00004U5R7,,Dave Millman,"This game is fun, fun, fun. I bought it for my six year old a few days ago, and we've put hours into it already. On the PC, it takes a moderate amount of coordination to bounce and jump, but we have cleared all 100 bones out two levels so far and have enjoyed every minute.

I bought this game in a Disney Dalmation 3-pak, and wasn't expecting much. But this is the only game we've played out of the three, so the other two are just gravy.

Highly recommended!

Update-one year later:
We finished this game after three of fun play. It is still her favorite game, and we keep wishing we could find another which is as much fun. No regrets-find this game somewhere and enjoy!",My 6 year old and I play this together,1086048000,5,
4413,5,FALSE,"06 18, 2003",A15C26YC7H5970,B00004U5R7,,Ami,"This is a wonderful game. I've got 3 kids aged 5,4 & 3. The cd contains the main game and some mini fun games.
In the main game, the levels open up as you go along. Controlling the puppy is not east at first though can be mastered with some practice - My 5 year old plays this a lot. It's too hard for the other two.
At the beginning only one minigame is available - The classic memory game !!!
Both my 4 and 5 year olds love it. More mini games become available as you advance in the main game.
My 3 year old is too young too play but she LOVES TOO WATCH.
Overall, I truely recommend this game which I've had the pleasure to play a bit myself after putting the kids to sleep...
You've got plenty of levels too complete so it should keep you busy for quite a while...
Great 3d graphics !!!
Thank you Disney interactive...",Great game !!!,1055894400,3,
4414,4,FALSE,"05 9, 2003",A2HJZWHJMFFD0M,B00004U5R7,,Sam,"It's fun!!!
You can play as Odball or Domino.
There's lost of chalenging levels.
And mini games.
 It's a great game!",Woof!!!,1052438400,,
4415,5,FALSE,"05 24, 2001",A13I258YPC7E11,B00004U5R7,,esmeralda luna,"when i started the game, it all was new to me but i got the hang of it and so will you.  getting the 100 bones and getting your siblings at the same time that you are being chased by someone is a little hard, just remember that you will have do a-lot of jumping, and don;t forget to destroy the evil robotic toys and cruella!!!  don;t forget to use your nose to dig up bones. take your time with this game.",102 dalmations rules!!!,990662400,5,
4416,4,FALSE,"01 1, 2001",A29EW6FITI2SS4,B00004U8LD,,edzaf,"I was having a hard time finding the right software to burn CDs (particulary with Adaptec's Easy CD Creator).  From the reviews that I have read here, I may be in the minority, but Cakewalk's Pyro has been a wonderful program to work with.  I have only had to toss a bad CD a couple times in dozens of instances - a vast improvment from the stack of ""coasters"" that piled up with other programs.
What I particularly liked about Pyro was its ability to work with different file formats (and in my experience successful complete one). You can burn MP3s right onto a CD without converting it to another file format. Additionally, I have heavily used the ""ripping"" feature which allows you to convert your own CDs to digital files (MP3s, WAVs, etc.).  It also allows you to set a bitrate for your ""ripped"" music to help control the sometimes out-of-control files sizes (I have well over a gigabtye of MP3s on my computer right now these files tend to take up. Another terrific feature is that when you load a CD to ""rip"" you can download the CD's song titles and artist(s) via CD Database (CDDB) -- so no typing in file names! (The registration for this service is free and I have not received any spam e-mails from it). The audio player in the program seems more stable than other players (i.e. RealPlayer)  I have used - though it certainly is not a full-featured ""jukebox"" type program. Finally, another nice Pyro feature is the ability to put in customized gaps between tracks prior to burning.
However, I am taking away one star for one fairly consistent problem. Pyro, at times, is unable to recognize MP3 downloads from that very popular online music ""sharing"" community.  Often these MP3 files are said to be ""corrupted"" or not in the proper format (and thus can not be listened to and/or burned with Pyro). The same files DO work on other players and programs that I have. So this is my only substantive complaint with the program.  For those with high speed modems, it might not take long to replace it with another file but for me and my measly phone line modem it is not worth the time.
Overall, I have been very pleased with Pyro.  It has saved me a lot of time and aggravation and the ripping ability/features was worth the price of the software alone. Obviously, it appears this is not the case with everyone but I would recommend giving Pyro a try.","""Pyro-Mania"" - It Works Fine For Me",978307200,,
4417,4,FALSE,"12 18, 2000",A2D6DNDK25Y9I,B00004U8LD,,Kris,"I bought this for my husband, and he's having a blast with it.  He's converting his old vinyl records, and turning them into CDs for the car. He's loaded a bunch of songs onto our PC at home. I bought it on the recommendation from a friend at work.  It's nice and simple to use. Now he wants a portable MP3 player though.",We like it,977097600,,
4418,1,FALSE,"12 13, 2000",A1Y20JHUXR57JP,B00004U8LD,,Amazon Customer,"I read the reviews on Amazon, in particular the one's saying they had computer problems after installing. Well, I have a good Dell computer with 384-MB of RAM, so I figured my power machine could conquer anything. Was I wrong. This software gave me several ""Out of Memory"" errors, an error message I've never encountered. So I figured I'd go to Cakewalk's Web site for help, and I got the same memory error. I then clicked on the ""My Computer"" icon to try and troubleshoot, and sure enough, I got the same memory error.
My only solace is I used my time-traveling software (it can restore your computer to a previous date and time) to restore my computer before I installed this piece of junk, and all is well.
Save yourself a tremendous headache, avoid this thing like the plague.",Good chance it'll cause a problem,976665600,,
4419,4,FALSE,"12 10, 2000",A37Z65SZVT0TVB,B00004U8LD,,Amazon Customer,"This product is great for the beginner who basically wants to copy Cd's and ripping. The audio effects are great. Yon can pick different recording sounds. For a bonus added to the package are a Labeling software and a blank Verbatim CD-R disc. The only dissapointment I had was, you are limited in arranging and organizing the selected format songs you want to record. This is not to say there are ways around this, just takes abite longer.  Overall, this software is a start for the beginners who are not familiar with the muiltimedia realm. For the price, this is a simple user friendly software. Stay away from price tags of $20. It probably does not have ripping capablities. (copying from Cd to MP3)",Great for simple rippin and burning CD's.,976406400,,
4420,1,FALSE,"11 27, 2000",A2LVYHHNQVX8M8,B00004U8LD,,William L. Makiling,"I bought this program thinking of all the great possibilities that this program would be able to do. After installing it over and over again, it kept on launching to an ""Illegal Operation"". I uninstalled Adaptec DirectCD, reinstalled Pyro, but it still kept giving me the Illegal Operation error. So I made a screen shot of the error, printed it out, brought it back to the store that I bought it from. Even though they have a policy on open software, they still honored my request to return the program because I printed out the error message.
Save yourself some heartache and frustration. Buy something else! Music Match Jukebox is supposed to be pretty solid. I think I'll try that program instead.
I would have given this program zero stars, but I was only given the option to select 1 or more.",Listen to the Pyro bashers!,975283200,,
4421,1,FALSE,"10 1, 2000",A1LCKWMTWL390G,B00004U8LD,,Amazon Customer,"I purchased the online download version through Digital River. Although it downloaded and installed fine, I could not get it to run properly, even after uninstalling my other potentially conflicting CD-R software. It may not have been compatible with my Yamaha Cd-R/CD-RW.
I also disliked the look and feel of the product (from what I could tell before it shut itself down). It didn't seem to have any data CD recording/copying features.
Luckily, the company seems to be honest and I think I'm getting my money back.","nope, I didn't like it.",970358400,,
4422,5,FALSE,"07 31, 2000",A2B863SXJEJRLA,B00004U8LD,,Ethel,I just want to say that pyro is the greatest piece of software I have ever been introduced to.  Everyone who likes music should use it.,Best,965001600,,
4423,3,FALSE,"11 7, 2000",A974XM0MJ7NER,B00004U8GK,,Don Morris,"Daria's Inferno, much like Star Trek: Borg before it, lives up to Simon and Shuster Interactive's apparent credo of: ""Give them an easy, interactive episode to entertain them once or twice"". If you missed Borg, it involved about 2 hours of playing time that could be watched as a ~40 minute ""movie"" when you were  finished. Here, this is compressed for the MTV generation as about 1 hour of playing time for ~20 minutes of actual material. Guess they didn't want to worry about the second CD.
Graphics in the game are about what you'd expect from a 2D animation heroine - although the backgrounds in the ""cut scenes"" noticably lack detail, and the repetitive reuse of Trent for level transitions gets annoying. There's only about 20 minutes of material on this CD, couldn't they at least put a change in there?
Gameplay is, well.... insulting to Daria fans. This CD is marked as rated for teenagers 13+. Most Daria fans I've seen on the net are between 15 and 45 (I'm almost 30). The mindset needed for this game to be an actual puzzle would be about 5, however. Every object in the game has a use, but there are only about  30 total objects, almost all of which you literally CAN NOT miss. If their use weren't extremely obvious already (what would you try to do first with a garage door opener with a garage nearby, for example?) - the Sick Sad World segments spell it completely out for you. Kevin Thompson could beat this game in a day.
I must admit that there is one challenge however -- not getting so irritated at the interface that you use the CD as a frisbee. Movement of Daria is controlled with either the keyboard arrow keys (with _no_ use of diagonals on the keypad) or the mouse. Unfortunately, application of items on ""irritants"" aka enemies is _also_ with the same mouse button. Miss by a pixel and you walk straight into what you were trying to negate. I guess this was needed for the Mac port (I know 2+ button mice for Macs _exist_ but they are an option, after all...).
Setting aside the above -- is it worth it? Well, if you have a child of 5 or 6, sure. It's a fun little game. Otherwise,  you _must_ be a fan of the show to enjoy this game. A rabid fan, possibly. There are gems for the fans, including an extended version of the show's theme ""You're Standing on my Neck"" by Splendora in the credits. Daria's comments throughout the game are also amusing, as is the storyline. As dream sequence
episodes go, I'd rather have seen this plot than ""Depth Takes  a Holiday"".","30 minute pseudo-episode, yes..... puzzle game, no.",973555200,33,
4424,3,FALSE,"11 19, 2000",A3NNGDH8MFJ2YH,B00004U8GL,,bill,This software is great for kids. It improves there noledge and it is fun!! I even like this game.,Arcade Action,974592000,2,
4425,5,FALSE,"08 25, 2004",AEKPBHOK94XLM,B00004U8GL,,Ohio Resident,"My youngest who is an ADHD kid will beg to get on M&M's to pratice her math, and she will get on it for hours. Since she has been on the game, her basic math skill got huge improvement. Plus, if she didn't finish her chores, she doesn't get to go on it, therefore, she will get them done. It was working fantasticly for us, I never have to worry about her not practicing her math skill. Try it, it is wonderful!",It is wonderful!,1093392000,,
4426,5,FALSE,"03 15, 2004",AX4W1VYZ6APJC,B00004U8GL,,Donna M Madeley,"I bought this for my son's 4th birthday because he loves the M&M's characters.  This is such a cool imaginative game.  The graphics are excellent, it's challenging without being too tough, and the music is nicely put together with the different levels.  Very entertaining.  My son is now 4 1/2 and he has taught me a few things about the game that I even missed.  The math levels are also a great thing to get kids to learn without knowing they are.  Also, it's very refreshing from some other games that are too violent or serious that are marketed to children.","Excellent, Creative Game ****************",1079308800,,
4427,5,FALSE,"11 23, 2002",A1O0UMUFKC9008,B00004U8GL,,Cheryl Rathnam,"u know its a good game!  its really good for the kids to practice their math skills.  we bought this prouduct because of that.  My friend had it, so i wanted to use it too, to help my kids",neat game!,1038009600,,
4428,1,FALSE,"03 7, 2002",A2WWQP4DTDYJNJ,B00004U8GL,,A user,"I give it 1 star due to the performance of Simon and Shuster's technical support group.  We never got the game installed and configured correctly. We had trouble getting the game installed on Win ME (see the other review) so we reformatted the computer and reinstalled Win98 but still had no luck.  We met the game requirements and had typical hardware (nvidia video, sound blaster sound) on a Gateway desktop.  We ""worked"" with the maker's tech support group and never got the problem resolved in over a month.  The support was terrible.  You can't get through on the phone (a long distance call), the fax number in the game pamphlet is wrong and it took them a week or 10 days to respond via email. There's nothing meaningful in their on-line support areas and there's not contact info either. You're left with one of the 3 options above.  Actually support was ok at the initial level (courteous and quick) but once it was ""elevated"" for resolution the problems started it.  Our problem was probably either a hardware issue but they couldn't figure it out (or never really tried?). Too bad though.  My son plays the game at school and really liked it.  The demo game ran on the same computer so I guess he'll continue to use it at school or play the demo.  I'll think twice about their other software after this experience.",If you need support beware....,1015459200,,
4429,5,FALSE,"12 25, 2001",A38D4SK8PNBD9B,B00004U8GL,,R. Zabar,"I just got back from a holiday party and played this with my cousin. THis game is awesome not just because it promotes math in a fun matter, but it gives a fun adventure for kids to work with. The adventure includes the world famous m&m's (and minis) You should definitely buy this for kids 4-13. I am even hooked!!!! This is a blast of fun.",AWESOME GAME!,1009238400,5,
4430,4,FALSE,"01 23, 2001",AH08VXUUDIRTO,B00004U8LF,{'Format:': ' CD-ROM'},Amazon Customer,"Outlook is good and powerful and all that, but ACT 2000 can still do more. It has the ability to truly manage your business and help you identify trends among prospects and existing clients.
But don't judge it by how you feel about the program after the first three months only. If you want to use this software to its fullest, you need peace and quiet and uninterrupted time to set it up. The customizable fields make this yours, and that can slow you down on set-up.
The last company I worked for, we spent an inordinate amount of time trying to get the form of the database perfected before we started data entry. In retrospect, that is NOT the way to use ACT 2000. With my own company, we started by entering basic information about all (then) 275 prospects. We've only started with the customization now that we have a better feel for who we are and what we need.
If the people who will be using this contact management database are computer novices, you will need to send them to an all-day course. A database with its mail merges and all is not a word processor. Those employees will need someone who can communicate succinctly what the purpose of the software is.
But a good intermediate computer person should be able to figure ACT 2000 out on their own. It's largely intuitive, especially once it's already set up.
My gripes? As one of the first good contact management softwares out there (I loved the old DOS version), they could be light years ahead of Outlook. Instead, they are just slightly better.
And their support is not helpful at all, online or in person.
And, perhaps ONE day I will learn to love their funnel...",They had the running start...,980208000,65,
